Title,Writer,KeyWord,Abstract
Identifying Mechanisms Underlying Peer Effects on Multiplex Networks,"Hang Xiong, Diane Payne and Stephen Kinsella","Peer Effects, Social Networks, Diffusion of Innovation, High-Value Crop","We separately identify two mechanisms underlying peer effects in farm households' adoption of a new crop. A farmer can follow his peers to adopt a new crop because he learns knowledge about the new crop from them (social learning) and because he wants to avoid the damage caused by the practice conflicting with theirs (externalities). Using an agent-based model, we simulate the two mechanisms on a multiplex network consisting of two types of social relationships. The simulation model is estimated using detailed data of social networks, adoption and relevant socio-economic characteristics from 10 villages in China. We find that social learning -- in this case, the sharing of experiential resources -- among family members and production externalities between contiguous land plots both significantly influence farmers' adoption. Furthermore, sharing of experiential resources plays a significant role in the entire diffusion process and dominates the early phase, whereas externalities only matter in the late phase. This study shows the roles peer effects play in shaping diffusion can occur through different mechanisms and can vary as the diffusion proceeds. The work also suggests that agent-based models can help disentangle the role of social interactions in promoting or hindering diffusion."
The Ecosystems of Simple and Complex Societies: Social and Geographical Dynamics,"Ricardo Andrés Guzmán, Sammy Drobny and Carlos Rodríguez-Sickert","Social Stratification, Agricultural Intensification, Territorial War, Civil Wars, Malthusian Dynamics, Spatial Models","We present a spatial agent-based model of the emergence and proliferation of premodern complex societies in an isolated region initially inhabited by simple societies. At the intrasocietal level, the model integrates scalar stress, social fission, sociocultural evolution, societal collapse, and Malthusian-Ricardian demographic dynamics. At the geographical level, the model includes warfare for territory and captives, territorial division due to social conflict, and territorial disintegration due to collapse. We found that a single variable---slow, continuous progress in intensive agriculture---drives the social and geographical dynamics. Consistent with the archaeological and historical record, the model produced three consecutive 'eras': During the first era, simple societies dominate the region. They use extensive food production methods. Small complex societies of intensive agriculturists emerge intermittently in the core land, where intensification is feasible. Shortly after, they collapse or are annihilated by local simple societies. During the second era, some complex societies avert early collapse and annihilation. They expand by conquest. At all times, they coexist with simple societies. Some complex societies are destroyed in war; others collapse. From time to time, complex societies collapse en masse. During the third era, there are no more mass collapses. Complex societies slowly expand until they dominate the core land. Simple societies take refuge in the marginal land, where intensification is infeasible. Simple and complex societies coexist, separated by a moving frontier. In an ebb and flow, complex societies expand to the marginal land and withdraw to the core land. The results of the simulations are qualitatively consistent with prehistorical and historical case studies. The model replicates the progression from simple to more complex societies, and explains why that progression happened in fits and starts."
"The Insurance Industry as a Complex Social System: Competition, Cycles and Crises","Iqbal Owadally, Feng Zhou and Douglas Wright","Underwriting Cycle, Insurance Crisis, Theory of Plural Rationalities, Underwriter, Actuary","Insurance is critical to the fabric of modern societies and economies, but the insurance industry continues to suffer deep cycles and periodic crises. These have a great socio-economic cost as insurance cover can become prohibitively expensive or unavailable, damaging livelihoods, property, belongings and employment. These phenomena are poorly understood. A set of socio-anthropological and behavioural hypotheses have recently been posited. We investigate these explanations by means of an agent-based simulation model. The model is parameterized on actual property insurance industry data and is carefully validated. Our main result is that simple behaviour and interaction at the individual level can result in complex cyclical industry-wide behaviour. Heterogeneity and interaction at a micro level must therefore be understood if cycles and crises in the insurance industry are to be managed and prevented."
Towards the Right Ordering of the Sequence of Models for the Evolution of a Population Using Agent-Based Simulation,"Morgane Dumont, Johan Barthelemy, Nam Huynh and Timoteo Carletti","Microsimulation, Agent-Based Modelling, Ordering of Models, Population Evolution, Robustness","Agent based modelling is nowadays widely used in transport and the social science. Forecasting population evolution and analysing the impact of hypothetical policies are often the main goal of these developments. Such models are based on sub-models defining the interactions of agents either with other agents or with their environment. Sometimes, several models represent phenomena arising at the same time in the real life. Hence, the question of the order in which these sub-models need to be applied is very relevant for simulation outcomes. This paper aims to analyse and quantify the impact of the change in the order of sub-models on an evolving population modelled using TransMob. This software simulates the evolution of the population of a metropolitan area in South East of Sydney (Australia). It includes five principal models: ageing, death, birth, marriage and divorce. Each possible order implies slightly different results mainly driven by how agents' ageing is defined with respect to death. Furthermore, we present a calendar-based approach for the ordering that decreases the variability of final populations. Finally, guidelines are provided proposing general advices and recommendations for researchers designing discrete time agent-based models."
"Explaining the Emerging Influence of Culture, from Individual Influences to Collective Phenomena",Loïs Vanhée and Frank Dignum,"Cultures, Social Simulations, Agent-Based Modelling","This paper presents a simulation model and derived from it a theory to explain how known cultural influences on individual decisions lead to collective phenomena. This simulation models the evolution of a business organization, replicating key micro-level cultural influences on individual decisions (such as allocating and accepting tasks) and subsequent macro-level collective cultural phenomena (such as robustness and sensitivity to environmental complexity). As a result, we derived a theory on how to relate the influence of culture from individual decisions to collective outcomes, based on this simulation. We also point out that cultures appear to be related to specific sets of abstract, coherent and recurrent interaction patterns between individuals."
Automated Analysis of Regularities Between Model Parameters and Output Using Support Vector Regression in Conjunction with Decision Trees,Mert Edali and Gönenç Y&uuml;cel,"Decision Tree, MetaModel, R, Rule Extraction, Support Vector Regression, Traffic","Opening the black-box of nonlinear relationships between model inputs and outputs, significantly contributes to the understanding of the dynamic problem being studied. Considering the weaknesses and disadvantages of human-guided and systematic techniques offered in the literature, this paper presents a model analysis and exploration tool for agent-based models. The tool first approximates input-output relationships by developing a metamodel, a simplified representation of the original agent-based model. For this purpose, it utilizes support vector regression, which is capable of approximating highly nonlinear systems accurately. Following metamodel fitting, the tool incorporates a tree-based method to extract knowledge embedded in the metamodel. The resulting tree is then expressed as a set of IF-THEN rules that have high comprehensibility compared to complex metamodel function. We utilized the tool for the exploration of Traffic Basic model and the results show the relationship between model input and output. Furthermore, rules extracted from the metamodel point out certain counter-intuitive results of the model which are not easily inferred from the raw input-output data. We also discuss potential uses of our tool and provide the R script which makes the analysis repeatable for other agent-based models."
"Task Structure, Individual Bounded Rationality and Crowdsourcing Performance: An Agent-Based Simulation Approach","Jie Yan, Renjing Liu and Guangjun Zhang","Crowdsourcing, Task Structure, Bounded Rationality, TCPE Framework, NK Model","Crowdsourcing is increasingly employed by enterprises outsourcing certain internal problems to external boundedly rational problem solvers who may be more efficient. However, despite the relative abundance of crowdsourcing research, how the matching relationship between task types and solver types works is far from clear. This study intends to clarify this issue by investigating the interplay between task structure and individual bounded rationality on crowdsourcing performance. For this purpose, we have introduced interaction relationships of task decisions to define three differently structured tasks, i.e., local tasks, small-world tasks and random tasks. We also consider bounded rationality, considering two dimensions i.e., bounded rationality level used to distinguish industry types, and bounded rationality bias used to differentiate professional users from ordinary users. This agent-based model (ABM) is constructed by combining NK fitness landscape with the TCPE (Task-Crowd-Process-Evaluation), a framework depicting crowdsourcing processes, to simulate the problem-solving process of tournament-based crowdsourcing. Results would suggest that under the same task complexity, random tasks are more difficult to complete than local tasks. This is evident in emerging industries, where the bounded rationality level of solvers is generally low, regardless of the type of solvers, local tasks always perform best and random tasks worst. However, in traditional industries, where the bounded rationality level of solvers is generally higher, when solvers are ordinary users, local tasks perform best, followed by small-world and then random tasks. When solvers are more expert, random tasks perform best, followed by small-world and then local tasks, but the gap between these three tasks in crowdsourcing performance is not immediately obvious. When solvers are professional, random tasks perform best, followed by small-world and then local tasks, and the gap between these three tasks in crowdsourcing performance is obvious."
A Generative Model of the Mutual Escalation of Anxiety Between Religious Groups,"F. LeRon Shults, Ross Gore, Wesley J. Wildman, Christopher Lynch, Justin E. Lane and Monica Toft","Agent-Based Model, Religious Violence, Identity Fusion, Social Identity, Terror Management, Xenophobia","We propose a generative agent-based model of the emergence and escalation of xenophobic anxiety in which individuals from two different religious groups encounter various hazards within an artificial society. The architecture of the model is informed by several empirically validated theories about the role of religion in intergroup conflict. Our results identify some of the conditions and mechanisms that engender the intensification of anxiety within and between religious groups. We define mutually escalating xenophobic anxiety as the increase of the average level of anxiety of the agents in both groups over time. Trace validation techniques show that the most common conditions under which longer periods of mutually escalating xenophobic anxiety occur are those in which the difference in the size of the groups is not too large and the agents experience social and contagion hazards at a level of intensity that meets or exceeds their thresholds for those hazards. Under these conditions agents will encounter out-group members more regularly, and perceive them as threats, generating mutually escalating xenophobic anxiety. The model’s capacity to grow the macro-level emergence of this phenomenon from micro-level agent behaviors and interactions provides the foundation for future work in this domain."
Opinion Dynamics Model Based on Cognitive Biases of Complex Agents,Pawel Sobkowicz,"Opinion Change, Motivated Reasoning, Confirmation Bias, Complex Agents, Agent Based Model","We present an introduction to a novel way of simulating individual and group opinion dynamics, taking into account how various sources of information are filtered due to cognitive biases. The agent-based model presented here falls into the ‘complex agent’ category, in which the agents are described in considerably greater detail than in the simplest ‘spinson’ model. To describe agents’ information processing, we introduced mechanisms of updating individual belief distributions, relying on information processing. The open nature of this proposed model allows us to study the effects of various static and time-dependent biases and information filters. In particular, the paper compares the effects of two important psychological mechanisms: confirmation bias and politically motivated reasoning. This comparison has been prompted by recent experimental psychology work by Dan Kahan. Depending on the effectiveness of information filtering (agent bias), agents confronted with an objective information source can either reach a consensus based on truth, or remain divided despite the evidence. In general, this model might provide understanding into increasingly polarized modern societies, especially as it allows us to mix different types of filters: e.g., psychological, social, and algorithmic."
Using a Socioeconomic Segregation Burn-in Model to Initialise an Agent-Based Model for Infectious Diseases,"Elizabeth Hunter, Brian Mac Namee and John D. Kelleher","Agent-Based, Socioeconomic Status, Infectious Disease, Simulation, Segregation, Model",Socioeconomic status can have an important effect on health. In this paper we: (i) propose using house price data as a publicly available proxy for socioeconomic status to examine neighbourhood socioeconomic status at a more fine grained resolution than is available in Irish Central Statistics Office data; (ii) use a dissimilarity index to demonstrate and measure the existence of socioeconomic clustering at a neighbourhood level; (iii) demonstrate that using a standard ABM initialisation process based on CSO small area data results in ABMs systematically underestimating the socioeconomic clustering in Irish neighbourhoods; (iv) demonstrate that ABM models are better calibrated towards socioeconomic clustering after a segregation models has been run for a burn-in period after initial model setup; and (v) that running a socieconomic segregation model during the initiation of an ABM epidemiology model can have an effect on the outbreak patterns of the model. Our results support the use of segregation models as useful additions to the initiation process of ABM for epidemiology.
Countries as Agents in a Global-Scale Computational Model,"Harold J. Walbert, James L. Caton and Julia R. Norgaard","Agent Based Modeling, Conflict Resolution, Tribute, Diplomacy, War, Economic Analysis of Conflict","Our agent-based model examines the ramifications of formal defense agreements between countries.  Our model builds on previous work and creates an empirically based version of a tribute model in which actors within existing real-world networks demand tribute from one another.  If the threatened actor does not pay the tribute, the aggressing actor will engage in a decision to start a war.  Tribute and war payments are based on a measure of the country's wealth. We utilize the Correlates of War dataset to provide us with worldwide historical defense alliance information.  Using these networks as our initial conditions, we run the model forward from four prominent historical years and simulate the interactions that take place as well as the changes in overall wealth.  Agents in the model employ a cost benefit analysis in their decision of whether or not to go to war.  This model provides results that are in qualitative agreement with historical emergent macro outcomes seen over time."
Generating Synthetic Bitcoin Transactions and Predicting Market Price Movement Via Inverse Reinforcement Learning and Agent-Based Modeling,"Kamwoo Lee, Sinan Ulkuatam, Peter Beling and William Scherer","Cryptocurrency, Bitcoin, Inverse Reinforcement Learning, Agent-Based Modeling","In this paper, we present a novel method to predict Bitcoin price movement utilizing inverse reinforcement learning (IRL) and agent-based modeling (ABM). Our approach consists of predicting the price through reproducing synthetic yet realistic behaviors of rational agents in a simulated market, instead of estimating relationships between the price and price-related factors. IRL provides a systematic way to find the behavioral rules of each agent from Blockchain data by framing the trading behavior estimation as a problem of recovering motivations from observed behavior and generating rules consistent with these motivations. Once the rules are recovered, an agent-based model creates hypothetical interactions between the recovered behavioral rules, discovering equilibrium prices as emergent features through matching the supply and demand of Bitcoin. One distinct aspect of our approach with ABM is that while conventional approaches manually design individual rules, our agents’ rules are channeled from IRL. Our experimental results show that the proposed method can predict short-term market price while outlining overall market trend."
Agent-Based Models of Gender Inequalities in Career Progression,John Bullinaria,"Agent-Based Models, Gender Inequalities, Career Preferences, Social Learning, Evolution","An agent-based simulation framework is presented that provides a principled approach for investigating gender inequalities in professional hierarchies such as universities or businesses.  Populations of artificial agents compete for promotion in their chosen professions, leading to emergent distributions that can be matched to real-life scenarios, and allowing the influence of socially or genetically acquired career preferences to be explored.  The aim is that such models will enable better understanding of how imbalances emerge and evolve, facilitate the identification of specific signals that can indicate the presence or absence of discrimination, and provide a tool for determining how and when particular intervention strategies may be appropriate for rectifying any inequalities.  Results generated from a representative series of abstract case studies involving innate or culturally-acquired gender-based ability differences, gender-based discrimination, and various forms of gender-specific career preferences, demonstrate the power of the approach.  These simulations will hopefully inspire and facilitate better approaches for dealing with these issues in real life."
Agent-Based Modelling of Viticulture Development in Emerging Markets: The Case of the Małopolska Region,"Marcin Czupryna, Paweł Oleksy, Piotr Przybek and Bogumił Kamiński","Agent-Based Modelling, Market Development, Behavioural Factors, Viticulture, Wine","In this paper, we apply an agent-based approach to explain both the final state and the dynamics of the development process of the wine sector in the Małopolska region in Poland. This sector has been affected by various environmental, institutional, behavioural  and social factors and has undergone evolutionary changes in recent years. The econometric analysis of empirical data of vineyards in this region provides insights into the degree of influence of various factors under consideration on the aggregate number of vineyards in sub-regions. However,  this does no explain the dynamics of the local formation of new vineyards or the underlying latent attitudes of vineyard owners. To overcome this limitation, we developed an agent-based model with heterogeneous agents (regular farms as well as large and small vineyards), which allowed us to identify a two-stage development scenario: i) community building and ii) vineyard creation. Our findings are of two types. Firstly, we showed a case where the agent-based model has good predictive power, in situations where the econometric model fails. Secondly, estimation of the agent-based model parameters and sensitivity analysis revealed crucial factors that have driven development of viticulture in the Małopolska region. In particular, we find that the crucial element underlying the good predictive power of the model is that it enables us to capture the fact that wine enthusiasts initially concentrate  in sub-regions with more benign environmental conditions. Next, when one of them eventually established a vineyard, agents in the community had a lowered barrier to entry via the possibility of practical knowledge exchange, joint marketing efforts or vineyard maintenance resource sharing. This is in line with current evidence, which shows strong clustering effects, namely, a relatively large number of vineyards originate at relatively similar times and locations."
An Agent-Based Model of Residential Energy Efficiency Adoption,"Magnus Moglia, Aneta Podkalicka and James McGregor","Energy Efficiency, Policy Assessment, Innovation Diffusion, Solar Hot Water, Consumat, Ex-Ante","This paper reports on an Agent-Based Model. The purpose of developing this model is to describe ‘the uptake of low carbon and energy efficient technologies and practices by households and under different interventions’. There is a particular focus on modelling non-financial incentives as well as the influence of social networks as well as the decision making by multiple types of agents in interaction, i.e. recommending agents and sales agents, not just households. The decision making model for householder agents is inspired by the Consumat approach, as well as some of those recently applied to electric vehicles. A feature that differentiates this model is that it also represents information agents that provide recommendations and sales agents that proactively sell energy efficient products.  By applying the model to a number of scenarios with policies aimed at increasing the adoption of solar hot water systems, a range of questions are explored, including whether it is more effective to incentivise sales agents to promote solar hot water systems, or whether it is more effective to provide a subsidy directly to households; or in fact whether it is better to work with plumbers so that they can promote these systems. The resultant model should be viewed as a conceptual structure with a theoretical and empirical grounding, but which requires further data collection for rigorous analysis of policy options."
Mamdani Fuzzy Systems for Modelling and Simulation: A Critical Assessment,Segismundo S. Izquierdo and Luis R. Izquierdo,"Social Simulation, Decision Support Systems, Deductive Inference, Fuzzy Logic, Mamdani","Fuzzy logic presents many potential applications for modelling and simulation. In particular, this paper analyses one of the most popular fuzzy logic techniques: Mamdani systems. Mamdani systems can look particularly appealing because they are designed to incorporate expert knowledge in the form of IF-THEN rules expressed in natural language. While this is an attractive feature for modelling and simulating social and other complex systems, its actual application presents important caveats. This paper studies the potential use of Mamdani systems to explore the logical consequences of a model based on IF-THEN rules via simulation. We show that in the best-case scenario a Mamdani system provides a function that complies with its generating set of IF-THEN rules, which is a different exercise from that of finding the relation or consequences implied by those rules. In general, the logical consequences of a set of rules cannot be captured by a single function. Furthermore, the consequences of an IF-THEN rule in a Mamdani system can be very different from the consequences of that same rule in a system governed by the most basic principles of logical deductive inference. Thus, care must be taken when applying this tool to study “the consequences” of a set of hypothesis. Previous analyses have typically focused on particular steps of the Mamdani process, while here we present a holistic assessment of this technique for (deductive) simulation purposes."
Streamlining Simulation Experiments with Agent-Based Models in Demography,"Oliver Reinhardt, Jason Hilton, Tom Warnke, Jakub Bijak and Adelinde M. Uhrmacher","Agent-Based Modeling, Demography, Simulation Experimentation, Meta-Modeling","In the last decade, the uptake of agent-based modeling in demography and other population sciences has been slowly increasing. Still, in such areas, where traditional data-driven, statistical approaches prevail, the hypothesis-driven design of agent-based models leads to questioning the validity of these models. Consequently, suitable means to increase the confidence into models and simulation results are required. To that end, explicit, replicable simulation experiments play a central role in model design and validation. However, the analysis of more complex models implies executing various experiments, each of which combines various methods. To streamline these experimentation processes a flexible computational simulation environment is necessary. With a new binding between SESSL -- an internal domain-specific language for simulation experiments -- and ML3 -- a simulator for linked lives designed specifically for agent-based demographic models -- we cater for these objectives and provide a powerful simulation tool. The proposed approach can serve as a foundation for current efforts of employing advanced and statistical model analysis of agent-based demographic models, as part of a wider process of iterative model building. We demonstrate its potential in specifying and executing different experiments with a simple model of return migration and a more complex model of social care."
Emergence of Task Formation in Organizations: Balancing Units' Competence and Capacity,Friederike Wall,"Agent-Based Simulation, Complexity, Coordination, Emergence, Reinforcement Learning, Task Formation","This paper studies the emergence of task formation under conditions of limited knowledge about the  complexity of the problem to be solved by an organization. Task formation is a key issue in organizational theory and the emergence of task formation is of particular interest when the complexity of the overall problem to be solved is not known in advance, since, for example, an organization is newly founded or has gone through an external shock. The paper employs an agent-based simulation based on the framework of NK fitness landscapes and controls for different levels of task complexity and for different coordination modes. In the simulations, artificial organizations are observed while searching for higher levels of organizational performance by two intertwined adaptive processes: short-termed search for superior solutions to the organizations'  task and, in mid term, learning-based adaptation of task formation. The results suggest that the emerging task formations vary with the complexity of the underlying problem and, thereby, the balance between units' scope of competence and the organizational capacity for problem-solving is affected. For decomposable problems, task formations emerge which reflect the nature of the underlying problem; for non-decomposable structures, task formations with a broader scope of units' competence emerge. Furthermore, results indicate that, particularly for non-decomposable problems, the coordination mode employed in an organization subtly interferes with the emergence of task formation."
Model of Knowledge Transfer Within an Organisation,"Agnieszka Kowalska-Styczeń, Krzysztof Malarz and Kamil Paradowski","Knowledge Transfer, Complex Systems, Organisations as Complex Systems, Cellular Automata","Many studies show that the acquisition of knowledge is the key to build competitive advantage of companies. We propose a simple model of knowledge transfer within the organisation and we implement the proposed model using cellular automata technique. In this paper the organisation is considered in the context of complex systems. In this perspective, the main role in organisation is played by the network of informal contacts (informal communication). The goal of this paper is to check which factors influence the efficiency and effectiveness of knowledge transfer. Our studies indicate a significant role of initial distribution of chunks of knowledge for knowledge transfer process, and the results suggest taking action in the organisation to shorten the distance (social distance) between people with different levels of knowledge, or working out incentives to share knowledge."
Emotion Modeling in Social Simulation: A Survey,"Mathieu Bourgais, Patrick Taillandier, Laurent Vercouter and Carole Adam","Emotion, Social Simulation, Survey","Emotions play a key role in human behavior. Being able to integrate them in models is thus a major issue to improve the believability of agent-based social simulations. However, even though these last years have seen the emergence of many emotional models usable for simulations, many modelers still tend to use simple ad hoc emotional models. To support this view, this article proposes a survey of the different practices of modelers in terms of implementations of emotional models. We then present different emotional architectures that already exist and that can be used by modelers. The main goal is to understand the way emotions are used today in social simulations, in order for the community to unify its uses of emotional agents."
PyNetLogo: Linking NetLogo with Python,Marc Jaxa-Rozen and Jan H. Kwakkel,"Agent-Based Modelling, NetLogo, Python","Methods for testing and analyzing agent-based models have drawn increasing attention in the literature, in the context of efforts to establish standard frameworks for the development and documentation of models. This process can benefit from the use of established software environments for data analysis and visualization. For instance, the popular NetLogo agent-based modelling software can be interfaced with Mathematica and R, letting modellers use the advanced analysis capabilities available in these programming languages. To extend these capabilities to an additional user base, this paper presents the pyNetLogo connector, which allows NetLogo to be controlled from the Python general-purpose programming language. Given Python’s increasing popularity for scientific computing, this provides additional flexibility for modellers and analysts. PyNetLogo’s features are demonstrated by controlling one of NetLogo’s example models from an interactive Python environment, then performing a global sensitivity analysis with parallel processing."
Simulating  the Impacts of Climate Variability and Change on Crop Varietal Diversity in Mali (West-Africa) Using Agent-Based Modeling Approach,"Mahamadou Belem, Didier Bazile and Harouna Coulibaly","Participatory Modelling, Climate Change, Adaptation, Agrobiodiversity, Mali","This paper presents a generic, agent-based model that simulates the dynamics of crop varietal diversity at the village level in Mali under different socio-economic, environmental and policy scenarios. The model is designed to integrate social, economic, environmental, and policy factors . A participatory approach with scientists, farmers and policy makers has been implemented to achieve this goal. This approach combines role playing  games with agent-based modelling.  A set of scenarios are elaborated to evaluate the possible impacts of policy interventions and climate change on agrobiodiversity dynamics. Simulations showed how farmers manage crop varietal diversity to cope with the local climate variability for their annual crop production. The portfolio of varieties increases under stable and good climate condition and decrease under less favourable and variable climate conditions.  In addition, depending on the climate condition, farmers allocate preferentially land to varieties with higher yields."
Simulation of the Governance of Complex Systems (SimCo):  Basic Concepts and Experiments on Urban Transportation,"Fabian Adelt, Johannes Weyer, Sebastian Hoffmann and Andreas Ihrig","Governance, Agent-Based Modelling, Complexity, Infrastructure Systems, Transport Network, Transport Mode Choice","The current paper is positioned at the intersection of computer simulation, governance research, and research on infrastructure systems, such as transportation or energy. It proposes a simulation framework, “Simulation of the governance of complex systems” (SimCo), to study the governability of complex socio-technical systems experimentally by means of agent-based modelling (ABM). SimCo is rooted in a sociological macro-micro-macro model of a socio-technical system, taking into account the interplay of agents' choices (micro) and situational constraints (macro). The paper presents the conceptualization of SimCo, its elements and subsystems as well as their interactions. SimCo depicts the daily routines of users performing their tasks (e.g. going to work) by choosing among different technologies (e.g. modes of transportation), occasionally deciding to replace a worn-out technology. All components entail different dimensions that can be adjusted, thus allowing operators to purposefully intervene, for instance in the case of risk management (e.g. preventing congestion) or system transformation (e.g. towards sustainable mobility). Experiments with a basic scenario of an urban road transport system demonstrate the effects of different modes of governance (soft control, strong control and a combination of both), revealing that soft control may be the best strategy to govern a complex socio-technical system."
The Thin Blue Line Between Protesters and Their Counter-Protesters,Tamsin E. Lee,"Agent-Based Modelling, Individual-Based Model, Protest Behaviour, Social Simulation, Netlogo","More frequently protests are accompanied by an opposing group performing a counter protest. This phenomenon can increase tension such that police must try to keep the two groups separated. However, what is the best strategy for police? This paper uses a simple agent-based model to determine the best strategy for keeping the two groups separated. The 'thin blue line' varies in density (number of police), width and the keenness of police to approach protesters. Three different groups of protesters are modelled to mimic peaceful, average and volatile protests. In most cases, a few police forming a single-file 'thin blue line' separating the groups is very effective. However, when the protests are more volatile, it is more effective to have many police occupying a wide 'thin blue line', and police being keen to approach protesters. To the authors knowledge, this is the first paper to model protests and counter-protests."
Evolution of Government’s Performance Through Yardstick Competition in the Spatial Game of Gubernatorial Elections,Tanzhe Tang and Ke Zeng,"Yardstick Competition, Gubernatorial Election, Electoral Simulation, Political Economy","Yardstick Competition is a unique feature of gubernatorial elections and may have a paramount role in the development of democracy and local government’s performance. This paper investigates the behaviours of governors and voters in an evolutionary game of gubernatorial election by introducing the spatial simulation process where voters can make comparisons between the incumbent and neighboring politicians. Based on the model, we portray the evolutionary process and topologies of local governments’ performances in federal systems. In the baseline model, we find that the variance of governor candidates’ performances, as well as the intensity of the yardstick competition, are positively related to the overall performance of governments. To study the relationship between elections and foreign policies, we employ an evolutionary Public Good Game in which governors can affect the welfare of neighbours by determining whether to invest in cross-provincial constructions. In the extended simulations where governors and voters are assigned to various characters, we find that asymmetry between candidates’ potentials and voters’ perception increases the uncertainty of the electoral results, and selfless voters will lead to lower performances of governments."
ODD+2D: An ODD Based Protocol for Mapping Data to Empirical ABMs,"Ahmed Laatabi, Nicolas Marilleau, Tri Nguyen-Huu, Hassan Hbid and Mohamed Ait Babram","Empirical Agent-Based Models, ODD Protocol, ODD+2D, Mapping, Data Analysis, Social Simulation","The quantity of data and processes used in modeling projects has been dramatically increasing in recent years due to the progress in computation capability and to the popularity of new approaches such as open data. Modelers face an increasing difficulty in analyzing and modeling complex systems that consist of many heterogeneous entities. Adapting existing models is relevant to avoid dealing with the complexity of writing and studying a new model from scratch. ODD (Overview, Design concepts, Details) protocol has emerged as a solution to document Agent-Based Models (ABMs). It appears to be a convenient solution to address significant problems such as comprehension, replication, and dissemination. However, it lacks a standard that formalizes the use of data in empirical models. This paper tackles this issue by proposing a set of rules that outline the use of empirical data inside an ABM. We call this new protocol ODD+2D (ODD+Decision + Data). ODD+2D integrates a mapping diagram called DAMap (Data to Agent Mapping). This mapping model formalizes how data are processed and mapped to agent-based models. In this paper, we focus on the architecture of ODD+2D, and we illustrate it with a residential mobility model in Marrakesh."
Dynamic Pricing Strategies for Perishable Product in a Competitive Multi-Agent Retailers Market,"Wenchong Chen, Hongwei Liu and Dan Xu","Dynamic Pricing Strategies, Customer Preference, Perishable Product, Multi-Agent, Q-Learning Algorithm","Due to the fierce competition in the marketplace for perishable products, retailers have to use pricing strategies to attract customers. Traditional pricing strategies adjust products’ prices according to retailers’ current situations (e.g. Cost-plus pricing strategy, Value-based pricing strategy and Inventory-sensitive pricing strategy). However, many retailers lack the perception for customer preferences and an understanding of the competitive environment. This paper explores a price Q-learning mechanism for perishable products that considers uncertain demand and customer preferences in a competitive multi-agent retailer market (a model-free environment). In the proposed simulation model, agents imitate the behavior of consumers and retailers. Four potential influencing factors (competition, customer preferences, uncertain demand, perishable characteristics) are constructed in the pricing decisions. All retailer agents adjust their products’ prices over a finite sales horizon to maximize expected revenues. A retailer agent adjusts its price according to the Q-learning mechanism, while others adapt traditional pricing strategies. Shortage is allowed while backlog is not. The simulation results show that the dynamic pricing strategy via the Q-learning mechanism can be used for pricing perishable products in a competitive environment, as it can produce more revenue for retailers. Further, the paper investigates how an optimal pricing strategy is influenced by customer preferences, customer demand, retailer pricing parameters and the learning parameters of Q-learning. Based on our results, we provide pricing implications for retailers pursuing higher revenues."
Forecasting Changes in Religiosity and Existential Security with an Agent-Based Model,"Ross Gore, Carlos Lemos, F. LeRon Shults and Wesley J. Wildman","Religion, Agent-Based Model, Data Based Modeling, Social Influence","We employ existing data sets and agent-based modeling to forecast changes in religiosity and existential security among a collective of individuals over time. Existential security reflects the extent of economic, socioeconomic and human development provided by society. Our model includes agents in social networks interacting with one another based on the education level of the agents, the religious practices of the agents, and each agent's existential security within their natural and social environments. The data used to inform the values and relationships among these variables is based on rigorous statistical analysis of the International Social Survey Programme Religion Module (ISSP) and the Human Development Report (HDR). We conduct an evaluation that demonstrates, for the countries and time periods studied, that our model provides a more accurate forecast of changes in existential security and religiosity than two alternative approaches. The improved accuracy is largely due to the inclusion of social networks with educational homophily which alters the way in which religiosity and existential security change in the model. These dynamics grow societies where two individuals with the same initial religious practices (or belief In God, or supernatural beliefs) evolve differently based on the educational backgrounds of the individuals with which they surround themselves. Finally, we discuss the limitations of our model and provide direction for future work."
Comparing Prediction Market Mechanisms:  An Experiment-Based and Micro Validated Multi-Agent Simulation,Frank M. A. Klingert and Matthias Meyer,"Continuous Double Auction, Logarithmic Market Scoring Rule, Market Mechanisms, Multi-Agent Simulation, Prediction Markets, Simulation Validation","Prediction markets are a promising instrument for drawing on the “wisdom of the crowds”. For instance, in a corporate context they have been used successfully to forecast sales or project risks by tapping into the heterogeneous information of decentralized actors in and outside of companies. Among the main market mechanisms implemented so far in prediction markets are (1) the continuous double auction and (2) the logarithmic market scoring rule. However, it is not fully understood how this choice affects crucial variables like prediction market accuracy or price variation. Our paper uses an experiment-based and micro validated simulation model to improve the understanding of the mechanism-related effects and to inform further laboratory experiments. The results underline the impact of mechanism selection. Due to the higher number of trades and the lower standard deviation of the price, the logarithmic market scoring rule seems to have a clear advantage at a first glance. This changes when the accuracy level, which is the most important criterion from a practical perspective, is used as an independent variable; the effects become less straightforward and depend on the environment and actors. Besides these contributions, this work provides an example of how experimental data can be used to validate agent strategies on the micro level using statistical methods."
