Title,Description,URL
"Aspiration, Attainment and Success: An Agent-Based Model of Distance-Based School Allocation","In recent years, UK governments have implemented policies that emphasise the ability of parents to choose which school they wish their child to attend. Inherently spatial school-place allocation rules in many areas have produced a geography of inequality between parents that succeed and fail to get their child into preferred schools based upon where they live. We present an agent-based simulation model developed to investigate the implications of distance-based school-place allocation policies. We show how a simple, abstract model can generate patterns of school popularity, performance and spatial distribution of pupils which are similar to those observed in local education authorities in London, UK. The model represents 'school' and 'parent' agents. Parental 'aspiration' to send their child to the best performing school (as opposed to other criteria) is a primary parent agent attribute in the model. This aspiration attribute is used as a means to constrain the location and movement of parent agents within the modelled environment. Results indicate that these location and movement constraints are needed to generate empirical patterns, and that patterns are generated most closely and consistently when schools agents differ in their ability to increase pupil attainment. Analysis of model output for simulations using these mechanisms shows how parent agents with above-average – but not very high – aspiration fail to get their child a place at their preferred school more frequently than other parent agents. We highlight the kinds of alternative school-place allocation rules and education system policies the model can be used to investigate. Education, Inequality, Aspiration, Schools, School Place Allocation, Parental Choice Aspiration, Attainment and Success: An Agent-Based Model of Distance-Based School Allocation",https://www.jasss.org/17/1/10.html
Simple Heuristics as Equilibrium Strategies in Mutual Sequential Mate Search," Mate Choice, Mate Search, Simple Heuristics, Agent Based Simulation, Behavioral Stability, Equilibrium Strategies Simple Heuristics as Equilibrium Strategies in Mutual Sequential Mate Search",https://www.jasss.org/17/1/12.html
Generating Social Practices,"Changing consumer behaviour is key to reducing the environmental effects of industrialised societies. Social practice theories provide an integrated approach to understanding consumer behaviour. The mechanisms underlying the emergence and diffusion of social practices are however until now poorly understood. This paper presents a conceptual framework and an abstract agent-based simulation model for generating social practices which use and extend approaches from social practice theories. The main results are twofold. First, the simulation model is able to generate social practices, what confirms that the conceptual framework captures relevant elements and processes. Second, a new mechanism for behavioural lock-in is identified that provides additional insights into the widely acknowledged challenge of changing social practices and respective consumption. Social Practice, Consumption Generating Social Practices",https://www.jasss.org/17/1/17.html
Agent-Based Simulation of Pedestrian Behaviour in Closed Spaces: A Museum Case Study,"In order to analyse the behaviour of pedestrians at the very fine scale, while moving along the streets, in open spaces or inside a building, simulation modelling becomes an essential tool. In these spatial environments, simulation requires the ability to model the local dynamics of individual decision making and behaviour, which is strongly affected by the geometry, social preferences, local and collective behaviour of other individuals. The dy-namics of people visiting and evacuating a museum offers an excellent case study along this line. In this paper we present an agent-based simulation of the Castello Ursino museum in Catania (Italy), evaluating its carrying capacity in terms of both satisfaction of the visitors in regime of non-emergency dynamics and their safety under alarm conditions. Agent Based Simulations, Carrying Capacity, Pedestrian Dynamics, Evacuation Dynamics Agent-Based Simulation of Pedestrian Behaviour in Closed Spaces: A Museum Case Study",https://www.jasss.org/17/1/16.html
Evaluating Binary Alignment Methods in Microsimulation Models,"Alignment is a widely adopted technique in the field of microsimulation for social and economic policy research. However, limited research has been devoted to understanding the statistical properties of the various alignment algorithms currently in use. This paper discusses and evaluates six common alignment algorithms used in the dynamic microsimulation through a set of theoretical and statistical criteria proposed in the earlier literature (e.g. Morrison 2006; O'Donoghue 2010). This paper presents and compares the alignment processes, probability transformations, and the statistical properties of alignment outputs in transparent and controlled setups. The results suggest that there is no single best method for all simulation scenarios. Instead, the choice of alignment method might need to be adapted to the assumptions and requirements in a specific project. Alignment, Microsimulation, Dynamic Microsimulation, Algorithm Evaluation Evaluating Binary Alignment Methods in Microsimulation Models",https://www.jasss.org/17/1/15.html
Modeling and Simulation of the Endogenous Dynamics of Housing Market Cycles,"The purpose of this study is to model and analyze by simulation the dynamics of endogenously created oscillations in real estate (housing) prices. A system dynamics simulation model is built to understand some of the structural sources of cycles in the key housing market variables, from the perspective of construction companies. The model focuses on the economic balance dynamics between supply and demand. Because of the unavoidable delays in the perception of the real estate market conditions and construction of new buildings, prices and related market variables exhibit strong oscillations. Two policies are tested to reduce the oscillations: decreasing the construction time, and taking into account the houses under construction in starting new projects. Both policies yield significantly reduced oscillations, more stable behaviors. Real Estate Modeling, Housing Cycles, Price Oscillations, System Dynamics, Socio Economic Simulation Modeling and Simulation of the Endogenous Dynamics of Housing Market Cycles",https://www.jasss.org/17/1/19.html
Agent-Based Simulation of the Search Behavior in China's Resale Housing Market: Evidence from Beijing,"In the paradigm of the search theory, we established the search model applicable to the characteristics of China's resale housing market, by modeling the search behavior for buyer and seller, respectively. Setting the parameters based on the Beijing housing market survey in August 2012, we implemented agent-based simulation to study the dynamics of the search behavior measured by search intensity and search time. Sensitivity test was also used to analyze the determinants of the search behavior for trading agents. The simulation results validate the idiosyncratic feature of the agent's search behavior, which is consistent with theoretical analysis. The increase of matching efficiency promotes the agents' search intensities, but the higher unit search cost can reduce the agents' search intensities. The buyer's search behavior is more sensitive to the change in the market tightness ratio. Brokerage service lowers the transaction price and lessens the agents' search intensities. Sensitivity test further reveals that, the matching efficiency and the market tightness ratio play very important role in improving housing market liquidity. The changes in the search cost and the broker commission rate can reduce the agents' search intensities significantly and there are critical turning points at which the abrupt change occurs. Resale Housing Market, Search Behavior, Search Model, Agent Based Simulation, Sensitivity Analysis Agent-Based Simulation of the Search Behavior in China's Resale Housing Market: Evidence from Beijing",https://www.jasss.org/17/1/18.html
Coupling Environmental and Social Processes to Simulate the Emergence of a Savannah Landscape Mosaic Under Shifting Cultivation and Assess its Sustainability,"This paper presents an agent-based spatial simulation of shifting cultivation applied to savannah landscape in North-Cameroon (Duupa ethnic community). The model is based on empirical rules and was developed by a team who seek to create interdisciplinary dynamics by combining domain specific approaches to the same subject. The manner in which the model is described in this paper reflects the interdisciplinary processes that guided its development. It is made up of four domain-specific modules - demography, agriculture, savannah regrowth and social rules - which converge to form a fifth one, i.e., the evolution of the mosaic of cultivated fields. The focus is on how the spatial organization of landscapes results of environmental and social interactions. Two scenarios are presented in this paper. The first simulates the transformation of savannah woodland into a shifting cultivation savannah landscape. The second  simulates changes in the landscape and socio-demographic structure of a Duupa village over a 60-year period. The simulation results are used to identify some of the key aspects of the socio-environmental interactions and help to explain why at large spatial scales and over a long period of time, the composition and structure of a landscape appear rather stable. For instance, it is well known that demography plays a key role in both social and environmental dynamics of shifting cultivation systems. Yet, in the case of the Duupa system, we show that social resilience can be acquired through interactions between demographic cycles of rising and falling population levels and a socioeconomic redistribution system. Finally, we compare the model developed with other shifting cultivation models and provide some insights on future developments. Agent Based Spatial Simulation, Social Resilience, Cameroon, Landscape Modeling, Shifting Cultivation Coupling Environmental and Social Processes to Simulate the Emergence of a Savannah Landscape Mosaic Under Shifting Cultivation and Assess its Sustainability",https://www.jasss.org/17/1/1.html
Learning Dilemmas in a Social-Ecological System: An Agent-Based Modeling Exploration,"The process of learning in social-ecological systems is an emerging area of research, but little attention has been given to how social and ecological interactions motivate or inhibit learning. This is highly relevant to the South African water sector, where a major policy transition is occurring that provides local water users and managers with new opportunities to engage in adaptive learning about how to balance human and ecological needs for water. In this paper, an agent-based model is used to explore potential 'learning dilemmas', or barriers to learning in the South African water sector, whereby human perceptions combined with social-ecological conditions affect the capacity, understanding, and willingness required to learn. Agents manage water according to different management strategies and use various indicators to evaluate their success. The model shows that in areas with highly variable hydrological regimes, agents may be less able to learn because conditions are too unpredictable for them to benefit from past experience. Because of these changing conditions, however, agents are more likely to try new water management strategies, promoting a greater diversity of experience in the system for agents to learn from in the future. In water-stressed areas, where agents tend to have greater difficulty fulfilling demand for water than in areas with abundant water supplies, they are also more apt to try new strategies. When learning is restricted to small areas, agents may learn more quickly but based on a more narrow range of experience than in larger or more heterogeneous areas. These results suggest a need to enhance learning so that it accounts for interacting hydrological, ecological, and social dynamics. Although the model is a highly stylised version of reality, this preliminary exploration may eventually help to reverse the past trend of poor understanding of social-ecological dynamics as they relate to water management. Catchment, Institution, Learning, South Africa, Water, Agent Learning Dilemmas in a Social-Ecological System: An Agent-Based Modeling Exploration",https://www.jasss.org/17/1/2.html
A Further Step Towards Participatory Modelling.  Fostering Stakeholder Involvement in Designing Models by Using Executable UML,"This paper focuses on the collective design and immediate execution of an agent-based model (ABM) by dynamically interpreting the activity diagrams of agent behaviours. To reach this objective, we have implemented an ABM of livestock producers facing drought conditions in Uruguay. The first step consists in implementing a standard ABM with pasture growth, herd dynamics and simple agents roughly imitating farmers' strategies. The second step is more participative since it consists in assessing the model with the real cattle farmers. As with most modelling processes, this evaluation phase requires feedback on model design. In order to make this assessment more lively and efficient, we have conceived a tool for drawing diagrams that can be immediately interpreted by the agents. Thanks to this new editor, the actors have quickly understood how the model worked and were able to criticize and modify it. Thus, this innovative modelling tool enables the involvement of stakeholders in co-designing ABM for participatory foresight studies. We hope it will facilitate the emergence of new and more efficient practices for farm management that can account for climate changes. Participative Modeling, Collaborative Modeling, Executable UML, Activity Diagram Interpretation, Rangeland Management, Livestock A Further Step Towards Participatory Modelling.  Fostering Stakeholder Involvement in Designing Models by Using Executable UML",https://www.jasss.org/17/1/6.html
"If We Work Together, I Will Have Greater Power: Coalitions in Networked Innovation","The present article uses agent-based social simulation to study rational behaviour in networked innovation. A simulation model that includes network characteristics and network participant's characteristics is run using parameter sweeping, yielding 1450 simulation cases. The notion of coalitions was used to denote partnerships in networked innovation. Coalitions compete against each other and several variables were observed for winning coalitions. Close analysis of the variations and their influence on the average power per winning coalition was analysed using stepwise multiple regression analysis. The analysis brought forward two main conclusions. First, as average betweenness centrality per winning coalition increases, the average power per winning coalition decreases. This implies that having high betweenness centrality as a network participant makes it easier to build a successful coalition, as a coalition needs lower average power to succeed. Second, as the number of network participants increases, the average power per winning coalition decreases. This implies that in a larger network, it may be easier to form a successful coalition. The results form the basis for the development of a utility-based recommendation system that helps people choose optimal partners in an innovation network. Coalition Formation, Networked Innovation, Creativity, Simulation of Social Networks, Social Behaviour, Complex Networks If We Work Together, I Will Have Greater Power: Coalitions in Networked Innovation",https://www.jasss.org/17/1/3.html
Modeling the Emergence of Social Structure from a Phylogenetic Point of View,"Based on previous models (Hemelrijk 1998; Puga-González, Hildenbrant &amp; Hemelrijk 2009), we have developed an agent-based model and software, called A-KinGDom, which allows us to simulate the emergence of the social structure in a group of non-human primates. The model includes dominance and affiliative interactions and incorporates two main innovations (preliminary dominance interactions and a kinship factor), which allow us to define four different attack and affiliative strategies. In accordance with these strategies, we compared the data obtained under four simulation conditions with the results obtained in a previous study (Dolado &amp; Beltran 2012) involving empirical observations of a captive group of mangabeys (Cercocebus torquatus). The results show that the combination of the effect of kinship on affiliative interactions and the use of ambiguity-reducing attack provide results that are the most similar to the results of the biological model (i.e., a captive group of mangabeys) used in this study. Social Structure, Agent Based Models (ABM), Biological Models Modeling the Emergence of Social Structure from a Phylogenetic Point of View",https://www.jasss.org/17/1/8.html
An Agent-Based Model of Public Participation in Sustainability Management,"This article reports on an agent-based simulation of public participation in decision making about sustainability management. Agents were modeled as socially intelligent actors who communicate using a system of symbols. The goal of the simulation was for agents to reach consensus about which situations in their regional environment to change and which ones not to change as part of a geodesign process for improving water quality in the greater Puget Sound region. As opposed to studying self-organizing behavior at the scale of a local 'commons', our interest was in how online technology supports the self-organizing behavior of agents distributed over a wide regional area, like a watershed or river basin. Geographically-distributed agents interacted through an online platform similar to that used in online field experiments with actual human subjects. We used a factorial research design to vary three interdependent factors each with three different levels. The three factors included 1) the social and geographic distribution of agents (local, regional, international levels), 2) abundance of agents (low, medium, high levels), and 3) diversity of preconceptions (blank slate, clone, social actor levels). We expected that increasing the social and geographic distribution of agents and the diversity of their preconceptions would have a significant impact on agent consensus about which situations to change and which ones not to change. However, our expectations were not met by our findings, which we trace all the way back to our conceptual model and a theoretical gap in sustainability science. The theory of self-organizing resource users does not specify how a group of social actors' preconceptions about a situation is interdependent with their social and geographic orientation to that situation. We discuss the results of the experiment and conclude with prospects for research on the social and geographic dimensions of self-organizing behavior in social-ecological systems spanning wide regional areas. Social Actors, Public Participation, Decision Making, Sustainability Management, Geodesign, Geographic Information Systems (GIS) An Agent-Based Model of Public Participation in Sustainability Management",https://www.jasss.org/17/1/7.html
The Production of Step-Level Public Goods in Structured Social Networks: An Agent-Based Simulation," Public Goods, Collective Behaviour, Decision Making, Social Networks The Production of Step-Level Public Goods in Structured Social Networks: An Agent-Based Simulation",https://www.jasss.org/17/1/4.html
Information Sharing to Reduce Misperceptions of Interactions Among Complementary Projects: A Multi-Agent Approach,"Agents who invest periodically in two complementary projects i and j try to minimize shortfall due to misperceptions concerning the interaction α between i and j. Previous studies have analytically solved such problems but they have been limited to two agents making one decision. We set out with the hypothesis of a large number of deciders sharing information with their nearest neighbors in order to improve the understanding of α. After each period of time, they exchange information on their real payoff values which enables them to choose the best neighbor expected perception of α in order to minimize their shortfall. To model this situation, we used an agent-based approach and we considered that the payoff information transmission was more or less efficient depending on the difficulty to assess the real values or when agents voluntarily transfer wrong data to their neighbors. Our simulation results showed that the total shortfall of the network: i.) declines when α is overestimated, ii.) depends on the initial agent's opinions about α, iii.) evolves in two different curve morphologies, iv.) is influenced by the quality of information and can express a high heterogeneity of final opinions and v.) declines if the size of the neighborhood increases, which is a counterintuitive result. Misperception, Interactions, Complementary Activities, Information Sharing, Agent Based Model Information Sharing to Reduce Misperceptions of Interactions Among Complementary Projects: A Multi-Agent Approach",https://www.jasss.org/17/1/9.html
Opinion Formation in the Digital Divide,"The Internet is a public environment where people increasingly share information and exchange opinions. Not everyone can afford the costs of using the Internet, causing online opinions to be distorted in favor of certain social groups. This study examines the effect of the digital divide on opinion formation using the agent-based modeling (ABM) method. It extends the bounded confidence model to incorporate an online context and introduces accessibility and connectivity as new parameters. The simulation results indicate that connected agents are quicker to converge on a certain opinion than disconnected agents. Connected agents form an opinion cluster while disconnected agents are scattered over a broad range of opinions. The results also show that social harmony is harder to achieve as an individual's ability to communicate their own opinion improves. Both connected and disconnected agents are more likely to become a minority with higher accessibility. Disconnected agents are 11 to 14 times more likely to become a minority than connected agents, which suggests that the digital divide may be associated with discrimination. This study provides additional insights for academia as well as practitioners on opinion formation in the digital divide. Research limitations are addressed along with suggested future research directions. Digital Divide, Opinion Dynamics, Agent Based Model, Bounded Confidence Model Opinion Formation in the Digital Divide",https://www.jasss.org/17/1/13.html
Review of Simulating Social Complexity: A Handbook (Understanding Complex Systems),"Review of:Edmonds, Bruce and Meyer, Ruth (eds.) (2013) Simulating Social Complexity: A Handbook (Understanding Complex Systems). Springer-Verlag: Berlin Book Review Review of Simulating Social Complexity: A Handbook (Understanding Complex Systems)",http://jasss.soc.surrey.ac.uk/17/1/reviews/3.html
Review of Modelling Norms,"Review of:Elsenbroich, Corinna and Gilbert, Nigel (2013) Modelling Norms. Springer-Verlag: Berlin Book Review Review of Modelling Norms",http://jasss.soc.surrey.ac.uk/17/1/reviews/5.html
"Review of Microeconomics of Interactive Economies: Evolutionary, Institutional, and Complexity Perspectives","Review of:Elsner, Wolfram (2012) Microeconomics of Interactive Economies: Evolutionary, Institutional, and Complexity Perspectives. Edward Elgar Publishing: Cheltenham Book Review Review of Microeconomics of Interactive Economies: Evolutionary, Institutional, and Complexity Perspectives",http://jasss.soc.surrey.ac.uk/17/1/reviews/2.html
Review of Sociophysics: An Introduction,"Review of:Sen, Parongama and Chakrabarti, Bikas K. (2013) Sociophysics: An Introduction. Oxford University Press: Oxford Book Review Review of Sociophysics: An Introduction",http://jasss.soc.surrey.ac.uk/17/1/reviews/1.html
Review of Attracted to Conflict: Dynamic Foundations of Destructive Social Relations (Peace Psychology Book Series),"Review of:Vallacher, Robin R., Coleman, Peter T., Nowak, Andrzej, Bui-Wrzosinska, Lan, Liebovitch, Larry, Kugler, Katharina and Bartoli, Andrea (2013) Attracted to Conflict: Dynamic Foundations of Destructive Social Relations (Peace Psychology Book Series). Springer-Verlag: Berlin Book Review Review of Attracted to Conflict: Dynamic Foundations of Destructive Social Relations (Peace Psychology Book Series)",http://jasss.soc.surrey.ac.uk/17/1/reviews/7.html
"Review of Cognition Beyond the Brain: Computation, Interactivity and Human Artifice","Review of:Cowley, Stephen J. and Vallée-Tourangeau, Frédéric (eds.) (2013) Cognition Beyond the Brain: Computation, Interactivity and Human Artifice. Springer-Verlag: Berlin Book Review Review of Cognition Beyond the Brain: Computation, Interactivity and Human Artifice",http://jasss.soc.surrey.ac.uk/17/1/reviews/4.html
MayaSim: An Agent-Based Model of the Ancient Maya Social-Ecological System,"This paper presents results from the MayaSim model, an integrated agent-based, cellular automata, and network model representing the ancient Maya social-ecological system. The model represents the relationship between population growth, agricultural production, soil degradation, climate variability, primary productivity, hydrology, ecosystem services, forest succession, and the stability of trade networks. Agents representing settlements develop and expand within a spatial landscape that changes under climate variation and responds to anthropogenic impacts.  The model is able to reproduce spatial patterns and timelines somewhat analogous to that of the ancient Maya, although this proof-of-concept model requires refinement and further archaeological data for calibration. This paper aims to identify candidate features of a resilient versus vulnerable social-ecological system, and employs computer simulation to explore this topic, using the ancient Maya as an example. Complex systems modelling identifies how interconnected variables behave, considering fast-moving variables such as land cover change and trade connections, meso-speed variables such as demographics and climate variability, as well as slow-moving variables such as soil degradation. Social Ecological System, Archaeology, Cellular Automata, Network Model, Trade Network, Agent Based Model MayaSim: An Agent-Based Model of the Ancient Maya Social-Ecological System",https://www.jasss.org/16/4/11.html
When Demography Met Social Simulation: A Tale of Two Modelling Approaches,"In this paper we present an agent-based model of a human population, designed to illustrate the potential synergies between demography and agent-based social simulation.  In the modelling process, we take advantage of the perspectives of both disciplines: demography being more focused on matching statistical models to empirical data, and social simulation on explanations of social mechanisms underlying the observed phenomena.  This work is based on earlier attempts to introduce agent-based modelling to demography, but extends them into a multi-level and multi-state framework.  We illustrate our approach with a proof-of-concept model of partnership formation and changing health status over the life course.  In addition to the agent-based component, the model includes empirical elements based on demographic data for the United Kingdom.  As such, the model allows analysis of the demographic dynamics at a variety of levels, from the individual, through the household, to the whole population.  We bolster this analysis further by using statistical emulation techniques, which allow for in-depth investigation of the interaction of model parameters and of the resulting output uncertainty. We argue that the approach although not fully predictive per se has four important advantages.  first, the model is capable of studying the linked lives of simulated individuals in a variety of scenarios.  second, the simulations can be readily embedded in the relevant social or physical spaces.  third, the approach allows for overcoming some data-related limitations, augmenting the available statistical information with assumptions on behavioural rules.  fourth, statistical emulators enable exploration of the parameter space of the underlying agent-based models. Complexity Science, Demography, Health Care, Scenario Generation When Demography Met Social Simulation: A Tale of Two Modelling Approaches",https://www.jasss.org/16/4/9.html
Review of Informatica e Diritto: Special Issue on Law and Computational Social Science,Review of: Faro S. and Lettieri N. (eds) (2013) Informatica e Diritto: Special Issue on Law and Computational Social Science. Edizioni Scientifiche Italiane: Napoli Book Review Review of Informatica e Diritto: Special Issue on Law and Computational Social Science,http://jasss.soc.surrey.ac.uk/17/1/reviews/6.html
Generating a Synthetic Population of Individuals in Households: Sample-Free Vs Sample-Based Methods,"We compare a sample-free method proposed by Gargiulo et al. (2010) and a sample-based method proposed by Ye et al. (2009) for generating a synthetic population, organised in households, from various statistics. We generate a reference population for a French region including 1310 municipalities and measure how both methods approximate it from a set of statistics derived from this reference population. We also perform a sensitivity analysis. The sample-free method better fits the reference distributions of both individuals and households. It is also less data demanding but it requires more pre-processing. The quality of the results for the sample-based method is highly dependent on the quality of the initial sample. Synthetic Populations, Sample Free, Iterative Proportional Updating, Sample Based Method, Microsimulation Generating a Synthetic Population of Individuals in Households: Sample-Free Vs Sample-Based Methods",https://www.jasss.org/16/4/12.html
An Agent-Based Simulation of Destigmatization (DSIM):  Introducing a Contact Theory and Self-Fulfilling Prophecy Approach,"In this paper, we propose a novel approach to exploring the destimgatisation process, an agent-based model called the destigmatization model (DSIM). In the DSIM, we demonstrate that, even if individual interactions (intergroup contact) are based on rules of the self-fulfilling prophecy, it can lead to destigmatisation.  In a second study, we empirically verify a prediction that there is a positive relationship between minority group size and perceived stigmatization. Finally, we confirm that DSIM successfully implements Allport's (1954) four moderators, in turn decreasing the level of perceived stigma of the minority group. Interestingly, however, some of Allport's moderators influence the speed of destigmatisation, rather than having a lasting impact on the process of prejudice reduction. The findings suggest that moderators of 'intergroup contact' can function in one of two ways, either by improving how much contact helps to reduce stigmatization or by improving how quickly destigmatization can occur. Destigmatization, Intergroup Contact, Social Psychology An Agent-Based Simulation of Destigmatization (DSIM):  Introducing a Contact Theory and Self-Fulfilling Prophecy Approach",https://www.jasss.org/16/4/10.html
"SocLab: A Framework for the Modeling, Simulation and Analysis of Power in Social Organizations","This paper is a comprehensive presentation of a framework for the modeling, the simulation and the analysis of power relationships in social organizations, and more generally in systems of organized action. This framework relies on, and slightly extends, the Crozier and Freidberg's sociology of organized action, which supports a methodology for understanding why, in an organizational context, people behave as they do. SocLab intends to complement the discursive statement of sociological analyses with a formal formulation easing the objectivization of findings. It consists of a meta-model of organizations, a model of bounded-rational social actors and analytical tools for the study of the internal properties of organizations. Organization Modeling, Meta Model, Sociology of Organizations, Cooperative Behavior, Power Relationships SocLab: A Framework for the Modeling, Simulation and Analysis of Power in Social Organizations",https://www.jasss.org/16/4/8.html
CROSS: Modelling Crowd Behaviour with Social-Cognitive Agents,"The use of computer simulations in crowd research is a powerful tool to describe and analyse complex social systems. This paper presents CROSS, a generic framework to model crowd simulations as a social scientific tool for understanding crowd behaviour. In CROSS, individuals are represented by social-cognitive agents that are affected by their social and physical surroundings and produce cognition-based behaviour and behaviour patterns. Understanding is sought by relating intra- and inter-individual levels of behaviour generation with behaviour pattern emergence at group level. By specifying the CROSS framework for a festival context we demonstrate how CROSS meets the need for a theory that reflects the dynamic interplay between individuals and their environment as well as the need for a method that allows for testing. Crowd Behaviour, Social Cognitive Model, Multi Level, Agent Based, Crowds CROSS: Modelling Crowd Behaviour with Social-Cognitive Agents",https://www.jasss.org/16/4/1.html
Simulating Social and Economic Specialization in Small-Scale Agricultural Societies,"We introduce a model for agent specialization in small-scale human societies that incorporates planning based on social influence and economic state. Agents allocate their time among available tasks based on exchange, demand, competition from other agents, family needs, and previous experiences. Agents exchange and request goods using barter, balanced reciprocal exchange, and generalized reciprocal exchange. We use a weight-based reinforcement model for the allocation of resources among tasks. The Village Ecodynamics Project (VEP) area acts as our case study, and the work reported here extends previous versions of the VEP agent-based model (Village). This model simulates settlement and subsistence practices in Pueblo societies of the central Mesa Verde region between A.D. 600 and 1300. In the base model on which we build here, agents represent households seeking to minimize their caloric costs for obtaining enough calories, protein, fuel, and water from a landscape which is always changing due to both exogenous factors (climate) and human resource use. Compared to the baseline condition of no specialization, specialization in conjunction with barter increases population wealth, global population size, and degree of aggregation. Differences between scenarios for specialization in which agents use only a weight-based model for time allocation among tasks, and one in which they also consider social influence, are more subtle. The networks generated by barter in the latter scenario exhibit higher clustering coefficients, suggesting that social influence allows a few agents to assume particularly influential roles in the global exchange network. Specialization, Agent Based Modeling, Archaeology, Social Networks, Models of Social Influence, Barter Simulating Social and Economic Specialization in Small-Scale Agricultural Societies",https://www.jasss.org/16/4/4.html
A Simulation Model of the Evolution of the Pharmaceutical Industry: A History-Friendly Model,"This paper examines the evolution of the pharmaceutical industry. After a brief discussion of the main stylised facts about the industry, we present a history-friendly model that aims at capturing the underlining mechanisms and the logic that guides the evolution of this industry. Simulation results show the mechanisms and dynamic processes linking the patterns of innovation, demand structure, and concentration. Simulation, Industrial Dynamics, Innovation, Market Structure, Pharmaceuticals A Simulation Model of the Evolution of the Pharmaceutical Industry: A History-Friendly Model",https://www.jasss.org/16/4/5.html
About the Uncertainties in Model Design and Their Effects: An Illustration with a Land-Use Model,"Although agent-based modeling is a strong modelling method in many aspects, its high degree of freedom in agent design can also be regarded as weakness. This freedom requires strong validation strategies during model design for empirical models, especially when models aim to be descriptive enough for policy support. Where theory or evidence does not support model design, assumptions are usually made. In these cases, arguments should be given for why the assumptions do not impair the validity of results. However, we believe that such justifications are sometimes weak in such kinds of models. In particular, we believe that the justification arguments are mostly plausible, but often not strong enough to overrule other plausible arguments leading to different designs. We believe that the reasons for this argumentative ambiguity are sometimes rooted in the type of underlying theory, framework, or validation strategy chosen. The point is that we suspect that simulation results can be sensitive to this ambiguity. To test this hypothesis, we selected a well-tried theory/framework/validation design strategy, and built alternative versions of a land-use change model in line with the underlying strategy. Results clearly show that levels and direction of simulated land-use change are significantly different among model versions. Agent Based Modeling, Policy Support Tool, Critique, Justification, Land Use About the Uncertainties in Model Design and Their Effects: An Illustration with a Land-Use Model",https://www.jasss.org/16/4/6.html
"Development of a Spatial and Temporal Agent-Based Model for Studying Water and Health Relationships: The Case Study of Two Villages in Limpopo, South Africa","Diarrhea, the second leading cause of child morbidity and mortality, can have detrimental effects in the physical and cognitive development of children in developing countries.  Health interventions (e.g., increased access to health services and safe water) designed to address this problem are difficult to implement in resource-limited settings.  In this paper, we present a tool for understanding the complex relationship between water and public health in rural areas of a developing country.  A spatial and temporal agent-based model (ABM) was developed to simulate the current water, sanitation, and health status in two villages in Limpopo Province, South Africa.  The model was calibrated using empirical data and published sources.  It was used to simulate the effects of poor water quality on the frequency of diarrheal episodes in children, and consequently on child development.  Preliminary simulation results show that at the current total coliform levels in the water sources of the studied villages, children are expected to experience stunting by as much as -1.0 standard deviations from the World Health Organization height norms.  With minor modifications, the calibrated ABM can be used to design and evaluate intervention strategies for improving child health in these villages.  The model can also be applied to other regions worldwide that face the same environmental challenges and conditions as the studied villages. Agent Based Model, Water Quality, Early Childhood Diarrhea, Stunting Development of a Spatial and Temporal Agent-Based Model for Studying Water and Health Relationships: The Case Study of Two Villages in Limpopo, South Africa",https://www.jasss.org/16/4/3.html
The Evolution of Multiple Resistant Strains:  An Abstract Model of Systemic Treatment and Accumulated Resistance,"The proliferation of resistant strains has been an unintended side effect of human interventions designed to eliminate unwanted elements of our environment.  Any attempt to destroy an adaptive population must also be considered as a selection pressure, so that the most resistant members will comprise the next generation.  Procedures have been developed to slow the evolution of resistances in a population, with the most common approaches being overkill and treatment cycling.  This paper presents an agent-based Susceptible-Infection-Susceptible (SIS) model to explore the effectiveness of these procedures on an abstract epidemic of pathogens, focusing on how the interaction between interventions and mutations affects acquired resistance.  Illustrative findings indicate that overkill performed better than cycling treatments when variation in resistances had a high degree of heritability.  When resistance variation was effectively memoryless, cycling and overkill performed comparably.  However, overkill was prone to backlash outliers where an amplification of infection resistance occurred- a significant drawback to the overkill technique. These backlash events indicate that cycling interventions might be more effective when variation is memoryless and carrying resistance incurs a cost to overall fitness.  However, under limited fitness-cost conditions explored, cycling performed no better than overkill for preventing resistance. Evolution, Acquired Resistance, Agent Based Modeling, Selection Pressure, SIS Model, PS I The Evolution of Multiple Resistant Strains:  An Abstract Model of Systemic Treatment and Accumulated Resistance",https://www.jasss.org/16/4/2.html
Evolving Greenhouses: An Agent-Based Model of Universal Darwinism in Greenhouse Horticulture,"To explore the space between the theories of the Diffusion of Innovations and Universal Darwinism, we first examine a case study of the history of the greenhouse horticulture sector of the Netherlands, comparing and contrasting the narrow focus of Diffusion of Innovations and the wider focus of Universal Darwinism. We then build an agent-based model using elements of both in order to test how well the Diffusion of Innovations theory holds up when some of its simplifications are removed. Results show that the single, simple pattern prominent in Diffusions of Innovations theory does emerge, but that it is only one of several patterns and that it does not behave precisely as expected. Results also show agent properties, such as stubbornness or innovativeness, can be surprisingly complex, as when stubbornness shows an advantage in the long term, while innovativeness was beneficial to the network but not to the innovator. While the Diffusion of Innovations theory is simple and can easily guide policy decisions, this paper shows that adding complexity to place diffusions inside a larger evolutionary context results in more realistic analysis and can help policy-makers to achieve challenging goals amidst modern economic and political challenges. Universal Darwinism, Complex Adaptive Systems, Evolution, Greenhouse Horticulture, Innovation Evolving Greenhouses: An Agent-Based Model of Universal Darwinism in Greenhouse Horticulture",https://www.jasss.org/16/4/7.html
